user_id,event_datetime,product_id,sales_value,vat_rate,discount_rate
3df22c35-63bc-49e1-abff-47e8b5d6d1f3,1/6/2020,4,750.50,0.1,0.11
ef52bd96-b474-43d5-acc1-73834ec6bbe1,1/6/2020,9,307.24,0.1,0.05
88472153-f495-414b-b2a1-39f95209033d,1/6/2020,6,523.57,0.1,
9b519cac-4d8f-4cb0-a6bd-738dca2aacf6,1/6/2020,8,885.27,0.2,
ae736321-36d5-4fe3-a3c0-b5d64c5574c8,1/6/2020,5,334.75,0.1,
37aa5645-9da0-4ad2-af2c-7e695eb7f402,1/6/2020,5,982.00,0.1,0.11
18a5b1b9-cc50-46b2-8504-8a43c3cca941,1/6/2020,7,604.11,0.2,0.07
90611635-8206-4576-9d37-4707113ab20d,1/6/2020,1,494.78,0.2,
6c41be45-0505-42f2-becc-7b12e3c85653,1/6/2020,8,182.55,,
6774cea7-b77e-436b-9213-25125afe6f09,1/6/2020,8,608.11,0.05,
a29f9c13-2c00-4dc0-878c-17fdac60c8c2,1/6/2020,8,524.68,0.1,0.11
e6d9db3c-17d0-4986-97bd-de0d5d5816d1,1/6/2020,2,626.22,0.1,0.11
39ff8fef-68a5-4421-a913-e1c8a770244e,1/6/2020,4,840.48,0.1,
d6396740-c4ba-4df0-82da-bd56d37aedb8,1/6/2020,9,752.74,0.05,
e51fcb48-cb79-43d6-93cc-8c6cb869891f,1/6/2020,4,204.83,0.1,0.11
a9df8f6a-96ca-45d0-ad17-1b1dc82aeaf7,1/6/2020,5,744.52,0.05,
fae607d6-f1bc-4290-bb2a-7f447e2428b6,1/6/2020,1,175.00,0.1,0.11
a32d3953-8912-468d-8d01-8533fa537090,1/6/2020,9,376.95,0.05,
dd7609e3-cf10-48aa-8498-a2753a359c18,1/6/2020,4,765.20,0.05,0.07
af3e81ee-9f25-41ae-8e68-554551d21121,1/6/2020,4,758.63,0.1,0.11
0f04e668-13f8-44af-951f-f0c1893afcc0,1/6/2020,8,730.04,0.2,
c9b6c55a-b5ac-40c5-b7d9-8d25600ba3b1,1/6/2020,2,698.39,0.2,
2821a012-31fd-4f55-9e70-afab12b78d50,1/6/2020,1,323.77,0.1,0.07
baab61e4-56d0-40c2-b7cc-02caf0f09164,1/6/2020,2,455.50,0.2,
555ea090-797b-400a-9a48-50de86c9ca55,1/6/2020,7,827.66,,
e90a89eb-9886-4b8f-95a9-ed3522a3035a,1/6/2020,2,803.08,0.05,
c1356385-aa0e-483f-8ea0-86768440679e,1/6/2020,4,692.14,0.2,0.07
393dfa7e-7706-4cbc-b9ff-af04d68eafab,1/6/2020,2,749.10,0.05,0.11
2abf2720-901d-4eb5-81ad-db91c2ac4881,1/6/2020,9,114.08,0.05,
2d590e77-2eba-4181-a653-e89ce4118193,1/6/2020,0,502.11,0.1,0.11
9911476e-be96-4d36-b94d-4eab73258dc1,1/6/2020,1,961.82,,0.05
49a26e95-840b-4ec1-9a1e-ee9c7ac77be0,1/6/2020,4,218.91,0.05,0.11
de6bef2c-acf3-4acf-a652-2b623814013f,1/6/2020,6,783.16,0.1,
3392b35d-c546-49e7-81b7-b3c26bb2b369,1/6/2020,6,918.50,0.2,0.07
66227a2f-5e98-4d61-ba87-615ee40877ef,1/6/2020,1,650.18,0.1,
c1511c16-fe95-4fbe-ad1c-aaf5d53f69c4,1/6/2020,0,362.49,0.1,
e4108bac-68c7-4e9d-8350-20e82b2d4426,1/6/2020,7,973.70,0.05,0.11
45adbc52-5e49-4e9b-90f2-f2ad27be95f2,1/6/2020,1,730.82,0.2,0.05
d62f1195-cbdf-48ff-a5a4-d8e001918f3a,1/6/2020,5,108.56,0.1,0.11
5b56e653-f767-4792-8ebc-e72a8a0d522f,1/6/2020,1,762.91,0.1,0.05
787367fb-1eb4-4f3f-a35e-22a68c833050,1/6/2020,7,287.89,0.2,
19098089-775f-4024-81b4-351c39456cf3,1/6/2020,1,447.89,0.1,0.05
17b3c70b-6218-41c8-899c-12ddce4e8eb7,1/6/2020,8,202.44,0.2,0.07
fbea0080-cc6c-4eae-a988-bb13805559bb,1/6/2020,3,489.87,0.1,0.07
300cdb0c-b80e-4f30-88a7-297483bc4100,1/6/2020,5,149.23,0.05,
c3c8c9c9-cc1d-4414-9e1e-652f9a118128,1/6/2020,7,645.30,0.2,0.07
dee46658-b453-4b9d-9027-7c4da6150104,1/6/2020,1,618.76,0.2,0.07
788e7933-4fd0-4d79-92eb-fd687a586159,1/6/2020,7,566.16,0.1,0.11
ce3ef8b0-43ac-4c0e-b772-48876b120bf0,1/6/2020,1,871.82,0.05,
a7a18751-19d4-4118-a01a-3aa0d80a892e,1/6/2020,8,409.66,0.05,0.11
4b8d4b4f-842d-4baa-9a61-d0e114f15c4d,1/6/2020,0,997.29,,
3cdb5fc8-923f-4612-82ef-bc36b5e1252c,1/6/2020,6,678.39,0.05,0.11
d8fd22ba-67e2-441d-b62a-d831a0abc794,1/6/2020,7,591.32,0.05,
788c962a-c02e-434a-8aa7-a89b36a60c5d,1/6/2020,6,939.06,0.05,0.05
eb77132a-197c-4c57-99a0-25a2947600d0,1/6/2020,1,780.31,0.05,
fd03f80f-91f2-4de2-a94d-3ddb3be4b696,1/6/2020,9,281.65,0.05,
cfacf447-c25c-41a4-bc52-acbc8976201f,1/6/2020,9,147.27,0.1,
84b70993-6407-4bbc-a5b7-3f2ebed7ae63,1/6/2020,8,205.92,,0.05
50976765-dd85-488d-8de6-65c8950180e7,1/6/2020,0,204.03,0.2,
daf93027-e5c8-4a0a-94e2-ff6568c3acd6,1/6/2020,1,967.50,0.1,
2e74e4d6-e6d9-4386-839a-437de88dcf31,1/6/2020,3,683.56,0.1,
8bf5ac0a-fdd9-4374-9a74-a7992b2afe49,1/6/2020,9,165.66,0.05,
201fd8f8-0f0e-4d47-ad88-85e4ca853ec5,1/6/2020,8,237.61,0.05,
6315c4b2-ed06-44b0-b0c1-1edd02ed925e,1/6/2020,3,492.64,0.05,0.07
9113f8d9-0140-471b-a314-4c05e5643f45,1/6/2020,5,694.43,,0.11
50798232-e1c3-48fc-818b-e19e25fe8b6f,1/6/2020,3,963.86,0.2,
cc09cb62-8afc-4536-8877-f572716923d1,1/6/2020,6,159.70,0.05,0.07
9848b70a-3fa7-4a4e-af72-4491833bab24,1/6/2020,9,413.24,0.1,0.07
82290945-c0b2-4127-83af-936a1391944f,1/6/2020,5,953.09,0.2,
6d73f7dc-d160-48f1-8aa7-d49d0806d679,1/6/2020,4,839.80,0.2,0.11
9eb6f211-94c2-4772-80b7-84f3b203c753,1/6/2020,2,207.87,0.2,
aaddd139-e8c9-4d41-9402-f1d85dffaeca,1/6/2020,0,404.96,0.2,
cab2ea00-da91-4789-a92b-c1f44f4cb1b1,1/6/2020,9,941.44,,0.07
dc0f9ace-d81f-40cb-b1d0-e46ed591f53e,1/6/2020,9,763.36,0.1,
76d027a7-1f34-4fc2-b6c7-1c1004edc180,1/6/2020,7,386.26,0.05,0.05
16779eb9-6bef-4f5c-9ffe-8ac8c4611a03,1/6/2020,9,728.69,0.2,
da1fccd3-0596-406d-890a-033f5a805ff6,1/6/2020,6,654.75,0.2,
6528085d-1171-4e51-b933-996019c73ed2,1/6/2020,8,999.80,0.2,0.11
cebf8aaf-683e-44b7-85d0-d6061856ab31,1/6/2020,3,125.89,0.2,0.11
3a7c8d63-09c8-47a7-bf4b-13371f661344,1/6/2020,6,273.65,0.05,0.05
4f7687ac-52a6-4f3d-90f4-56e859c06805,1/6/2020,9,198.25,0.1,
626165f2-361f-47ad-a81c-08e3c681b75e,1/6/2020,5,921.71,0.1,
af3a63f2-e692-46a9-842d-203a1d722374,1/6/2020,4,196.62,0.2,
62278e6e-9904-4d0a-bb8b-ef42fbfdcc48,1/6/2020,8,618.48,,
2db9e28f-8e94-4646-8973-625c7915975f,1/6/2020,7,114.68,0.05,0.11
64ad9ffb-c7fe-4113-9b2e-974e3be79b7e,1/6/2020,3,938.72,0.2,
63919d38-a443-466f-a08e-593660daf2ea,1/6/2020,0,848.80,0.1,
5ab5789f-3f5e-492a-9a7b-1424b7b400b2,1/6/2020,8,142.45,0.2,
2e5397e4-33ab-4115-ac9c-a5b39e0af08b,1/6/2020,3,951.29,0.05,0.11
a1a207cb-87ae-4d80-8263-fddabad5b8d2,1/6/2020,8,133.21,0.2,0.07
c783d704-f14f-4b2c-80f9-b3193fe834a6,1/6/2020,7,105.08,0.1,
da9a1cc0-c356-48dc-8004-1a3f71120021,1/6/2020,2,810.71,,0.07
e293644a-3526-4247-9c56-43e4a26b3edf,1/6/2020,9,956.81,0.1,0.07
fda7bbd0-4486-429d-a31a-b7df1868b978,1/6/2020,6,348.82,0.2,0.11
5c24cd5f-a5fd-4216-9fff-d369d10044c8,1/6/2020,7,739.12,0.2,0.11
d8dabe8e-cb1e-44a8-a633-d3d33d3094e2,1/6/2020,7,787.81,0.2,
1849cd21-8b97-4f45-b2b0-7338e671de31,1/6/2020,4,593.32,0.05,0.05
fb9e69c6-aecc-489b-a63a-374e0f888431,1/6/2020,2,245.91,0.2,
263c0c0f-55be-48af-96b8-37be8323a1cd,1/6/2020,2,311.18,0.05,
0fd20dc8-6ac8-48c7-a236-72e475cedd67,1/6/2020,7,542.62,0.1,0.07
34341712-917a-41cb-bb70-eb1025385cd2,1/6/2020,5,329.37,0.2,0.11
bf152c09-70ba-4513-aa61-5475bd2e0e41,1/6/2020,9,978.19,0.2,0.07
2c131314-97a3-4900-a73c-0d588c5efa4e,1/6/2020,1,452.91,0.1,
4d352902-9cb0-4211-b736-c67a116ca6aa,1/6/2020,8,385.08,0.2,
5f555128-c71c-43cf-ad1f-c012a5e08ace,1/6/2020,1,218.99,0.1,
0abfe2d0-122e-4ae4-b251-372a922adb0e,1/6/2020,0,989.30,0.05,
6d08558f-1feb-48e8-8d05-6b1331fac0e5,1/6/2020,8,473.45,0.2,
18404267-1d49-4b5f-827d-e89304f45a67,1/6/2020,2,675.36,0.1,
ba11c1eb-97e9-4e48-837e-1ad92ac60ab6,1/6/2020,6,255.93,,0.11
c000f5eb-9b87-4821-b19f-aeb8afb85b75,1/6/2020,2,381.70,0.05,
530b1c0b-6ec6-4e6f-967b-cbacd4880b61,1/6/2020,0,645.69,,
11aff7bf-8944-4f6c-bce3-c7d282c77e53,1/6/2020,2,284.94,0.05,
0d2b8ca6-07a2-4a50-ba28-3138a3c5ee29,1/6/2020,8,133.37,0.1,
40161e08-8109-4d40-ba86-f08f7f18355c,1/6/2020,6,872.49,0.1,0.05
fbcf4d62-0ad5-464d-ad9c-9059e4c5deab,1/6/2020,0,585.39,0.1,
9f81b017-906c-4869-a2c3-c7a88c4473f8,1/6/2020,0,694.18,0.2,
a1f1f1e7-d856-4812-a7d9-50006541a9ec,1/6/2020,9,854.70,0.2,
59d42726-268d-4ac8-a438-98538e721faa,1/6/2020,9,688.79,0.05,
f9d3fbd8-09cb-4187-bea9-2b7267235950,1/6/2020,5,913.94,0.1,
da2423c3-d20f-47ad-928d-0bd2f095133f,1/6/2020,2,110.26,0.05,
e033a6c2-8cd5-4774-81cc-a61263b941d3,1/6/2020,3,142.86,0.05,0.11
d6268eac-dd6f-419c-a01d-746c96a05523,1/6/2020,7,624.28,0.2,0.11
c18e568f-6b7f-4cdd-b44e-2c0cb81c0f3a,1/6/2020,1,438.60,0.1,
10a8a31c-a30e-4698-be74-f37adb88c89f,1/6/2020,7,539.29,0.05,0.07
a88afdaa-d4de-4cf5-8c33-ee98f7823405,1/6/2020,9,387.52,0.2,0.07
0b979e26-c1e9-430b-b844-77b7c0c0280c,1/6/2020,2,318.42,0.1,
5b49add6-5e6a-4b88-82a3-9dd626d16cb8,1/6/2020,0,804.24,0.1,
f4fade84-afe4-43cc-9a99-a94b9a04e65f,1/6/2020,7,469.12,0.2,
aceb48e0-5af5-4de0-a0c1-8d7c02d108e6,1/6/2020,3,301.20,0.2,
4b0b1378-416c-47ae-83d8-2ebc092a7af7,1/6/2020,3,723.90,0.1,0.05
cdeff822-2764-4516-a7c0-9c9ba670154f,1/6/2020,9,541.16,0.2,0.05
f8988cb3-d7d3-4ae1-8941-213aed562caa,1/6/2020,4,353.85,0.1,
1783a6f6-4381-4b52-b9ab-bc60e5a71994,1/6/2020,7,118.53,0.05,0.07
e99b9ef8-8439-42af-a8e3-8007e0ec151f,1/6/2020,0,433.55,0.05,0.07
dac17b14-60c0-4835-9a14-5cf80bc9c186,1/6/2020,2,513.82,0.2,
48115eb2-d2e7-4464-b2b9-6b8ea31a13d7,1/6/2020,6,989.58,0.05,0.05
2110599f-2063-4d59-9fb8-a2dcca7947c8,1/6/2020,2,211.06,,
2d6e6bf5-c500-43c9-b4f2-f9a87eb3ff16,1/6/2020,0,982.70,0.1,
15adb57a-6cd6-4fc2-8043-5e5507e4d504,1/6/2020,5,415.15,0.2,
26908532-ad41-475b-8280-04643404da24,1/6/2020,8,762.32,,0.11
f7f4d94d-5e64-49f7-bc0c-5d898a25ba21,1/6/2020,1,460.34,0.05,0.11
01711abc-069e-41db-b4bd-ce4e78133ac3,1/6/2020,2,525.17,0.05,0.07
226db476-520d-4941-8966-1a93bee7aa4a,1/6/2020,5,366.92,0.1,0.07
d60502d8-fde7-43ff-a92f-1415bb59a62b,1/6/2020,2,642.10,0.2,
fa6b9b9f-a5d6-4121-8a0f-1ea2d3f6a32b,1/6/2020,2,447.51,0.1,0.11
686ad684-5c59-42f8-810c-8574d9bc8be1,1/6/2020,3,826.90,0.1,0.07
9e1f527c-ecd3-4e8c-a150-24be73a1f40a,1/6/2020,3,513.40,,
b32a0c0f-267e-4701-935d-202a1ec5cf29,1/6/2020,9,586.63,0.05,0.05
1637b045-3cc1-4c37-a28c-a8462e856dd6,1/6/2020,4,240.25,0.05,0.05
cc89dc4d-6c1e-4478-b46b-fcbc9fcb9440,1/6/2020,7,382.96,0.2,0.11
750bfdab-6791-4ea5-841c-dea4e0b6763c,1/6/2020,0,931.40,0.2,
336727c1-f506-4926-8dcc-73c354d6c19f,1/6/2020,1,500.32,0.1,0.05
80849070-7a8c-4d24-84cc-cf0076777d7d,1/6/2020,3,141.65,0.1,
0d2f1daa-6ef5-464e-adbc-4cbfcf3c5085,1/6/2020,6,604.24,0.05,0.05
4b78a2fd-5605-4e6d-ba5a-b35638c1a004,1/6/2020,5,731.78,0.2,0.05
4cd79113-97e9-450a-a58d-c85335e44e61,1/6/2020,5,516.75,0.2,
6cc2f51a-4631-48c1-ae88-e77f0c3fa904,1/6/2020,1,851.54,0.2,
edc68c0b-2158-4a4d-90c7-fc8b799fc013,1/6/2020,3,490.18,0.2,0.05
14a35b67-cbb5-4a0d-a287-0d8167efa796,1/6/2020,4,640.21,,
04f559fa-e9ed-4bc7-a90e-7a15f04491c3,1/6/2020,1,133.10,0.2,0.07
172043ef-488a-4c8c-894c-d0317ebf5367,1/6/2020,3,694.33,0.1,
5c43101d-2000-4d7a-aa21-b0c2c4cc6cbe,1/6/2020,4,997.54,0.1,
227cb5f2-c2fe-4268-b83e-016d0128cd75,1/6/2020,5,858.05,0.05,0.07
0365f522-c84a-4921-85ac-b4fdcde4fa50,1/6/2020,4,234.28,0.2,
8fabc3e9-39f3-42c0-ae7e-e0c830a0663f,1/6/2020,1,492.16,0.1,0.07
cadd1990-f7f2-46e0-aed5-2a4a0bd83784,1/6/2020,8,650.28,0.1,
d13ba9a1-90ee-4c84-99ca-efd7c7130148,1/6/2020,4,459.84,,
16ea5f48-bedd-4a27-b324-290edfbc5bbc,1/6/2020,4,847.95,0.1,0.07
1391de13-a608-48f5-a0b4-9ab657ca3715,1/6/2020,4,439.42,0.05,0.11
c1d63514-099a-45e5-9327-972117d10d15,1/6/2020,3,833.85,,0.07
09c2ae7b-b65a-4dc8-8e7c-4738540a7208,1/6/2020,9,813.58,,0.11
69ff7d42-8a80-498f-bf88-61cd49d387a7,1/6/2020,8,988.09,0.05,0.07
92ae312d-6a11-490f-bb15-607c8e62ca9a,1/6/2020,1,917.20,0.05,0.07
e20c226b-7af0-40d0-aaf1-12ff616c6ed9,1/6/2020,7,230.65,0.05,
22c24714-0fe0-4e92-ab33-b0e7f806248c,1/6/2020,5,221.17,0.05,
64d24369-a4ce-4961-856d-055f4a5f4e1b,1/6/2020,8,159.06,0.2,0.07
635d7da0-73e1-451a-bd80-f4a3b5094eeb,1/6/2020,1,969.40,0.05,
a3936428-dcf3-4b8c-8a13-0fad2e8ff08b,1/6/2020,5,719.33,0.05,
3aaf9b7c-d929-42f0-b4c0-fa2a9823dce9,1/6/2020,8,903.85,0.05,0.05
a5e0e983-356d-447a-b4dd-f5120ae9af24,1/6/2020,8,260.21,0.2,0.11
6e1bacdd-ae5b-4986-ae24-b483a48297b8,1/6/2020,2,734.90,0.2,0.05
61fa19fa-8571-4ff7-8742-02d1ecaf57be,1/6/2020,8,839.19,0.05,0.07
eec54eab-72f0-4ad5-876f-b77d34213442,1/6/2020,5,587.74,0.1,
0bc5da33-4b56-4d24-829e-c4f63f73efa9,1/6/2020,6,487.86,0.2,0.11
c0a56e22-325c-42cf-92cf-ce23c9713a61,1/6/2020,8,954.90,0.2,0.05
84b4d250-2a66-4fd0-a22d-d67a385844be,1/6/2020,1,273.11,0.2,0.07
f78db6da-d714-490d-b64d-f720cc32e16d,1/6/2020,9,332.22,0.2,0.07
5640e327-fb11-44c8-af68-86c10847c1ed,1/6/2020,8,184.47,0.1,
f6670f6b-ca67-4baf-915e-fbdfe12a8b2a,1/6/2020,2,963.17,0.05,0.07
e4e88d88-7c7b-4e27-844e-c017e4060f67,1/6/2020,1,697.91,0.05,0.05
75f8ac8c-bde9-4d93-baab-08ba5c17499b,1/6/2020,7,266.60,0.1,
fe23467e-f4cf-4a26-a044-b3b355adf461,1/6/2020,7,441.62,0.05,
774dd6d2-7091-48e3-8818-f748124952fb,1/6/2020,9,522.99,0.2,
e94e4d6f-f19f-47fd-bab9-7da796fd5ae4,1/6/2020,6,662.65,,
1105c246-77de-4f72-8d87-7fa346bd0707,1/6/2020,2,484.36,0.2,
02c62e24-a9ed-4350-ba64-8bb6f36a9f78,1/6/2020,0,664.12,0.1,0.05
88c1a24d-1f3e-4548-bf62-d6c2c5e0cfdf,1/6/2020,6,917.94,0.05,
bb1ad2e7-1331-4708-b72b-9fdd698df0a9,1/6/2020,2,780.57,0.05,
db735126-853a-40b3-af9a-785550df60ca,1/6/2020,5,530.35,0.2,0.05
eaf1ed4f-980b-4908-925e-e55c1fdf66b7,1/6/2020,1,126.65,0.1,
19636306-ed1e-4e61-944a-b0ec71ded758,1/6/2020,2,619.83,,0.05
e384c2d0-b3e6-496b-bdc7-836e7e822c34,1/6/2020,2,452.53,0.2,0.05
485ddadc-5dfb-4a65-97a3-b54a8c0a105b,1/6/2020,0,715.63,0.2,0.05
476d0a77-015e-4ba3-9fd3-3ffda8a6a6c6,1/6/2020,5,284.65,0.2,0.11
a70d1332-39df-4bd2-8d76-c3cbd7978b35,1/6/2020,3,571.57,0.1,0.11
7bf78b78-f8de-400a-a9fc-5afe438de59d,1/6/2020,6,473.21,,0.11
457edcde-8a0b-4ecb-a7ff-7491770ab2b8,1/6/2020,6,576.77,0.2,
200813a0-0659-4d23-a769-9e4ee80acd42,1/6/2020,3,591.56,0.2,
917d724b-e6d7-44b7-a410-779375dda7ae,1/6/2020,0,379.24,0.05,0.05
bdadc417-86d6-46f1-a3ac-ce5f17a88805,1/6/2020,2,896.36,0.05,
c287460f-d185-45b9-86e2-16e5394cd26a,1/6/2020,3,359.44,0.1,0.11
6a0e0c3f-796a-4e5b-816a-7ce447dcbe28,1/6/2020,0,480.18,0.2,
2501a34a-a9c7-4cc4-8213-3bf6365ab8eb,1/6/2020,2,172.54,0.1,0.07
a4d5769b-1cf2-4f7c-b53f-c5299f11f06a,1/6/2020,6,293.26,0.05,
763c4fff-3f81-4fa7-9ed7-b4daa07c4392,1/6/2020,0,129.76,0.1,
677cd819-ce07-44ca-a232-14bd3ced197c,1/6/2020,3,115.83,0.2,
58bb7c57-dc0a-4329-9a3f-8a48cbfc813f,1/6/2020,4,129.54,0.2,0.05
6b78dd78-163f-4c53-89d3-61723e8c8c59,1/6/2020,5,315.94,0.2,0.11
c95d3bbf-2bb9-40cb-abaa-3b8bc46ae556,1/6/2020,0,615.94,,
6895408e-788f-454b-8a92-a9cbc21f471f,1/6/2020,5,675.76,0.05,
f6a650cf-ae31-41c4-b9ee-fc8eed6d5f3d,1/6/2020,4,894.14,0.1,
e69c7caa-5191-46ab-b462-7913ed1b3ad0,1/6/2020,9,822.02,0.1,0.05
e7f6164a-4ca4-43b4-9265-dde5c8c77e26,1/6/2020,8,328.42,0.2,0.07
99e08520-5a3c-4ffd-a439-9918c5b8765e,1/6/2020,5,550.74,0.2,
33d5f973-5ae1-4fb1-8961-d2a1744b7a0a,1/6/2020,2,130.88,0.05,0.05
bae1c075-122e-45f0-a646-c791bd3f3471,1/6/2020,2,114.72,0.1,0.05
d993d5b2-45ef-4108-a178-057e91a6e564,1/6/2020,5,921.22,0.05,0.07
f2aa4c46-a6d4-4aa4-9a3c-9783afdae795,1/6/2020,2,434.89,0.2,0.07
423ef6ec-dbf7-4320-a3b8-b64d6841b67d,1/6/2020,0,534.21,0.05,
70650fe9-0454-451c-8c9d-af3153ba87e3,1/6/2020,7,877.43,0.2,
a566287c-d999-4f3e-925d-71b87d1816e0,1/6/2020,9,953.52,,
42b435b8-25fe-4f33-b4c2-b3dee93790c8,1/6/2020,8,751.15,0.05,0.05
68b9b80a-1ab6-4935-9f0f-9a234421796e,1/6/2020,6,960.73,,
510b64c7-02c5-4332-8fc9-bdbeb8170bf6,1/6/2020,0,378.36,0.05,0.07
0cbccdcd-359a-4171-9d96-5f5e031c8bba,1/6/2020,1,842.23,0.05,0.07
c0555486-aeab-4328-9267-7e8a1341120e,1/6/2020,1,361.70,0.1,
c1346f0a-428d-4748-9a73-9e4bcb92a737,1/6/2020,2,482.23,,
12661493-a1bb-4236-94bb-2d0b069510e5,1/6/2020,3,908.99,0.2,
16c9c1f7-bcb5-45dc-b134-83a969aba1cf,1/6/2020,8,933.80,0.05,
b2f06374-9608-42e5-bc01-252570ec00c0,1/6/2020,1,634.22,0.1,
69b8acc0-6e03-4a39-9b39-76028a23f30a,1/6/2020,0,228.42,0.2,
39bdbae2-e868-47c3-b246-2fee11871081,1/6/2020,4,547.36,0.2,
60b5da23-db46-4716-8aac-82b52ef65081,1/6/2020,7,688.31,0.1,0.07
db1ac20d-0690-4cf3-a303-a564da461f53,1/6/2020,6,593.60,,0.05
99119df5-8bf0-4849-8b4e-c0941d2b5b4f,1/6/2020,7,548.79,0.2,0.07
2737ab06-3ca1-48b8-8206-baf845a8fffa,1/6/2020,0,470.00,0.2,
6c0e7b75-dd42-40bf-8453-7a6f8232edf9,1/6/2020,1,466.16,,
2ccd22d2-9845-4420-b9eb-60696e08123e,1/6/2020,7,391.24,0.05,
e9391aeb-045a-4dce-9c53-0aba941ab1f1,1/6/2020,8,367.28,0.1,
9f547f4b-3a26-44c4-9ec2-456b1a7aed8c,1/6/2020,9,509.27,,0.07
021a975a-fa72-4a52-b7ea-947592183494,1/6/2020,8,635.51,0.2,0.07
fb0b9246-77cf-43e6-ae55-50f0f7c5c7f5,1/6/2020,1,649.35,0.2,
1f17df85-0727-43ad-a301-87f124c668ea,1/6/2020,9,714.67,0.1,
6fe11119-21c1-473a-a662-3c6076417f11,1/6/2020,0,318.03,0.2,
66871233-1672-4965-9655-3adb71ff0cc3,1/6/2020,7,379.09,0.2,
7725d994-0f3b-4545-8fa2-34e290edfd0e,1/6/2020,3,750.88,0.05,0.07
7f21ad28-444c-4db7-95af-3cce1af306ec,1/6/2020,7,942.80,0.05,0.11
cab317e2-a6b7-448d-9fc1-c8c21ead5896,1/6/2020,6,886.68,0.1,
55b9e21c-90cc-46a3-b5a9-c16710050a27,1/6/2020,8,320.59,0.2,
fbdc542a-38bb-4c9b-983f-26ae0f7b30f9,1/6/2020,5,764.07,0.1,
8e44da00-6f0d-4d84-9b65-fc82f0da1afc,1/6/2020,9,876.34,0.05,0.05
2d58c350-389d-48f9-91f8-225856de102c,1/6/2020,0,845.09,0.1,0.07
de7e5029-7635-4c05-96ba-74cc3b904159,1/6/2020,6,237.27,0.05,
6294a84b-6355-4102-ac70-5c1dbac4b50d,1/6/2020,1,971.35,0.2,
8934260b-6f97-485e-bde8-3cbf5cd9e54e,1/6/2020,4,815.68,0.1,
5c407e03-9c98-4b40-8924-3d8e367a467c,1/6/2020,3,880.98,0.1,
2e79fe43-76be-4709-89e0-97294c48a57a,1/6/2020,8,396.93,,
f7d7ddd0-4e59-4efb-a637-8645b7fd908b,1/6/2020,0,745.07,0.1,0.11
00d18fa6-960b-4611-9794-f2b8d6608986,1/6/2020,7,211.07,0.05,
ed5f0a77-303f-44fd-8670-1f0c43a6c704,1/6/2020,4,470.88,0.05,0.05
fd0a20e5-6bd4-4855-b9c5-8e06d7621381,1/6/2020,3,734.01,0.2,
98c334d6-a0eb-4907-88f7-af85c27181a9,1/6/2020,9,450.37,0.2,0.11
3c2a1d4c-ebfe-4070-9f15-5e7b841bbde9,1/6/2020,9,199.09,0.1,0.05
d3175f4f-ca49-4c49-87cd-ab37acb8cba2,1/6/2020,8,962.75,0.05,0.11
c1558806-e6af-479f-bb11-2737d4291e7e,1/6/2020,6,526.80,,0.11
2f58ba34-2a86-4287-b32c-73e255ccee80,1/6/2020,0,495.83,0.2,
95b0c841-2965-4ab9-a286-d062ffadae19,1/6/2020,7,697.93,0.05,0.05
b538d413-1628-46ee-8065-5ce95a290a0a,1/6/2020,4,388.74,0.2,0.07
49d280d7-812a-470c-9456-9e3bf2591414,1/6/2020,5,257.02,0.1,0.07
3bfa0bc1-6950-46e3-847b-c91a637089d1,1/6/2020,8,970.99,0.2,0.11
1b223f7d-ee43-499a-b298-1feaa33231c4,1/6/2020,6,704.52,0.2,0.07
96ff90e8-0b77-4b35-9f6d-f5e1314ef549,1/6/2020,9,727.58,0.05,
edfae1e9-3815-4985-9c7d-41bf5f74d2a8,1/6/2020,9,143.35,0.05,0.05
30dc6187-2cf6-482a-9200-f5e93aeb1cde,1/6/2020,4,244.11,0.1,
370ce4cd-d7c5-4dd7-9855-427b4698a53f,1/6/2020,2,899.55,0.2,0.05
ebaca07f-7c02-4e96-960a-a332ea2a9ef0,1/6/2020,4,679.08,0.05,
ed2995c6-a6cc-4752-aa68-580531276b6f,1/6/2020,0,138.26,0.05,
b5fb2747-74ae-4e93-8035-08d1ee8c4b48,1/6/2020,1,627.67,0.1,
0c71cc8c-6954-4830-8c33-69fa84391c6d,1/6/2020,2,629.81,0.1,
6ecb3ed4-bbd9-4950-b09d-b4da663fca5c,1/6/2020,1,465.13,0.2,0.05
8878db8b-25ad-453f-9a81-8be2647f1535,1/6/2020,0,208.50,0.1,
3e6b0783-5872-4c64-9ba4-b0207d3fc6db,1/6/2020,4,954.44,0.2,0.05
48b096aa-a010-4d0f-8d05-6c3261bcbb48,1/6/2020,1,317.66,0.2,
4c690d37-d2bd-4340-ae30-03f930c08853,1/6/2020,4,606.94,0.2,0.07
c00d57b6-d480-4ba8-9792-49adaa193596,1/6/2020,3,903.99,0.1,
95d012e6-9fd2-40a8-a97a-60401d50bd3e,1/6/2020,5,422.34,,0.05
d3fd07c6-2995-4552-9744-333b1c7028ca,1/6/2020,9,937.23,0.1,0.07
952721cf-548c-4c5a-8534-8c9e3bdaeac7,1/6/2020,3,859.31,0.05,0.11
4f9c272e-bab4-4aee-970b-9eced7c0e43b,1/6/2020,0,781.35,0.05,0.05
a0ce1dcd-c8e8-484f-b701-3cb103dc0e76,1/6/2020,1,739.87,0.2,0.05
5fee6ad7-1f57-4c3d-98ba-0623bef533a0,1/6/2020,8,117.45,0.2,
