user_id,event_datetime,product_id,modified_sales_value,vat_rate,discount_rate
e3f36337-dbaa-4527-a43f-263813c9c2b7,5.6.2020,5,739.41,0.1,0.1
b1b84ac9-d1de-42b6-a820-30d932f006f4,5.6.2020,1,525.99,,
fadcab18-48b2-4bec-bfa3-041efc16a2f2,5.6.2020,5,219.09,0.2,0.05
b3a9e938-9235-4e5a-9f18-4219c3fc3b44,5.6.2020,3,299.08,0.05,0.2
4c361412-fd90-4465-a1d0-097bb7ca1493,5.6.2020,7,780.66,0.05,0.1
41f81a2d-1fcf-48e3-9df9-c128e55f7621,5.6.2020,4,714.48,0.05,0.1
f12bfba8-e65c-4795-8675-2e16ba13c686,5.6.2020,1,626.34,0.2,0.2
69f6ad40-c978-4d77-8ad8-c21765e1b765,5.6.2020,4,351.30,0.05,0.05
b67a5903-a421-4a95-9920-8e6cadccd69f,5.6.2020,1,257.11,0.2,0.05
6b095c6b-b5af-4a8d-a376-0bd7ef237e4d,5.6.2020,5,946.81,0.1,0.1
6dbd3c89-4d6f-4e3c-beda-687731053483,5.6.2020,1,363.84,0.2,0.05
35fd91d6-aab8-47ae-84fe-5c17927df2d5,5.6.2020,0,978.30,,
8c1fa93d-f6df-4b54-8b7f-3976f7a3fb77,5.6.2020,1,958.94,0.1,0.2
92d8ab6c-2cc3-42c7-b4af-6b82b1f980ab,5.6.2020,4,872.92,0.05,0.1
bb595f2c-7ad9-41b6-851e-d259d940112f,5.6.2020,7,904.19,0.05,0.1
d1a65869-13b2-40b0-88e8-4098e96c7827,5.6.2020,9,634.65,0.2,0.05
779950bd-9668-4034-83d2-d89e3d3144eb,5.6.2020,2,699.51,0.05,0.1
6e4248d7-c290-4d8b-b5ba-6ae5faf60ef5,5.6.2020,8,260.00,0.05,0.2
2c067f2b-f47b-46cb-99a7-23e488e856e9,5.6.2020,2,863.15,0.1,0.05
8b80af4b-f997-4e5e-977f-80238a80c2f8,5.6.2020,0,724.07,0.2,0.2
93d4b819-e6ac-41b9-8de5-225c2bda39ca,5.6.2020,9,678.35,0.05,0.05
05b1a15d-739f-412d-a160-b5c791d91c4b,5.6.2020,3,727.06,0.2,0.2
4d9ebeb9-4725-4912-8318-e2a09756fd11,5.6.2020,5,838.45,0.1,0.1
12ff0f07-77c6-4f1c-a43a-6c1908221072,5.6.2020,3,386.08,0.05,0.05
1d9bee61-b0d0-4859-8549-f1112e3ccd82,5.6.2020,9,472.56,,
ebf97b69-e0bb-4a18-b80a-02b09e3f2950,5.6.2020,9,429.98,0.05,0.2
3cb5646b-e15e-4029-bcfb-a5509765c7e5,5.6.2020,3,797.06,0.05,0.1
044da0c1-06fc-488b-ad2c-f1d66ef18efb,5.6.2020,1,447.95,0.1,0.2
eba1de71-13de-4063-a63a-17c4dbd4a8a0,5.6.2020,1,157.01,0.2,0.2
035fd00e-7072-43dd-ac27-ad1f95ffd6a8,5.6.2020,2,339.90,0.1,0.1
119a77f6-9b19-490c-bc98-e56c4b92f221,5.6.2020,2,108.51,0.05,0.05
25237e5f-8e6f-4b66-b576-a958410e690c,5.6.2020,8,343.95,0.1,0.05
7bef170f-b87d-4c30-9b69-91f33295991b,5.6.2020,6,813.77,0.1,0.2
dda783c5-b62f-483f-98d3-14088ff0a12b,5.6.2020,0,137.44,0.2,0.1
57a1a5b9-e2fd-4c5e-8fd5-88b25b32c10c,5.6.2020,1,550.32,0.1,0.05
3893b1cd-08db-4de1-9269-807990301ca2,5.6.2020,7,834.16,0.1,0.2
c49762e5-f5d3-4c52-ba9a-d8266c9c3cd2,5.6.2020,7,469.02,0.2,0.2
aa9a88c4-2df0-4f60-9ebc-ddcdf17054c0,5.6.2020,0,456.35,,
78e90605-a76b-4eb5-8f0c-60736813b584,5.6.2020,5,329.71,0.2,0.2
fb07db13-f1dc-4d9d-bf1b-10ae2b6cbdcd,5.6.2020,0,907.87,0.2,0.2
634cea2b-9d66-4dc2-ac60-f43ee607d984,5.6.2020,1,806.02,0.05,0.05
59599aa8-a06d-4c99-8f8a-a9db43526b32,5.6.2020,5,753.58,,
1d2ec3f5-8f54-4548-9042-8f499d68856a,5.6.2020,9,868.03,0.1,0.2
d6b3c074-245c-47c3-9b27-5d43ce00f202,5.6.2020,8,659.03,,
a9f112c7-5c87-42b9-888a-8db47c88f4c9,5.6.2020,0,661.36,0.05,0.2
7362f023-906e-4e7d-ab94-ab743885a337,5.6.2020,0,544.22,0.05,0.1
31c794c7-842c-4434-a0ee-32c3ba773213,5.6.2020,4,557.28,0.1,0.1
ae8900ef-b08e-4cca-9717-13aeb61631c7,5.6.2020,6,374.26,0.05,0.1
ae5e2e5c-a668-44ba-9a37-a8e839a46764,5.6.2020,7,219.21,0.05,0.1
4c5ee32d-e08a-4ad5-8de5-c991235fe676,5.6.2020,5,730.10,0.2,0.1
c3dad92c-32f0-4c11-9451-2a66587936d0,5.6.2020,9,932.43,0.1,0.1
99280440-2049-40e9-a487-9a660229b8e8,5.6.2020,8,228.88,0.1,0.2
087c1aaf-2bf9-474d-b2c8-a5f4c270ca20,5.6.2020,1,108.97,0.1,0.1
c3e86e74-eff1-4790-91a4-5d8fddb62d19,5.6.2020,5,624.83,0.05,0.05
15758115-0c76-4fc4-a97b-0eeb4e675771,5.6.2020,1,293.21,0.1,0.2
ae939b28-3e10-42f7-a049-7e8a309fe107,5.6.2020,9,965.97,0.2,0.05
e2741aa7-d62b-4986-8057-fb755e557bda,5.6.2020,1,235.83,0.1,0.1
67f89144-5855-4508-bca7-ede7e728eedd,5.6.2020,8,580.59,0.05,0.1
716293a6-d30a-4dd8-8d3f-f9d99067cd8a,5.6.2020,7,203.11,0.1,0.2
eb8f7a07-9c32-43f9-942e-9efdc66b74b7,5.6.2020,3,938.65,0.2,0.1
2b620fc6-3af3-493e-8d49-93d62272dca4,5.6.2020,7,232.34,0.2,0.05
8fa9ab1b-c413-4506-aff2-e33f0b837774,5.6.2020,1,445.31,0.05,0.1
26133441-dd13-4160-bfe3-4a9b2acf7878,5.6.2020,3,595.60,0.2,0.2
7921f65c-a1fe-4bc0-9327-b55a39279b4e,5.6.2020,3,704.02,0.05,0.1
41a730d1-1f88-4220-9654-7607dad47e36,5.6.2020,6,175.95,0.05,0.05
a5ea36eb-99a6-40ec-ba7b-ca8f52ee2ea6,5.6.2020,3,527.57,0.05,0.1
d8f0a018-2822-48d7-8f10-65f8c67d85a6,5.6.2020,0,731.58,,
11a3cfba-b998-4463-95e8-9c6a83cdb3f9,5.6.2020,4,762.93,0.1,0.05
0fda250b-5e19-4150-8986-1d6f9bfee9b3,5.6.2020,4,632.01,0.05,0.2
02477def-d92d-4197-aa30-1db874f15ff6,5.6.2020,1,806.93,0.2,0.05
5a38bef7-4786-4d1f-b61e-9ac1a4ff3cc7,5.6.2020,9,224.68,0.05,0.05
820f8aec-4af8-46ba-8cbf-0ca2f5fe1efc,5.6.2020,9,595.86,0.05,0.2
f71478f7-db09-48a4-80c4-9b69132ed8d3,5.6.2020,9,651.15,0.1,0.05
353ded22-702a-4dd9-8a5d-d5082a7a592a,5.6.2020,1,613.89,0.05,0.05
ee2f942f-9809-48ca-90da-4f80e5beb41d,5.6.2020,3,160.78,0.05,0.2
6bcffd93-cfd1-475c-8904-c374290d8d1d,5.6.2020,0,133.15,0.2,0.2
46282c49-64da-44f7-a5c3-4c9434705aa1,5.6.2020,8,970.35,0.05,0.1
989b3c30-33ec-4773-bbb2-2e5f70004dc5,5.6.2020,3,809.18,0.05,0.05
e4c2f14d-b6cc-4271-b431-1911cbc54758,5.6.2020,9,987.87,0.1,0.2
c3f9d84f-eb97-4e1b-81f7-0a4ac7d21e24,5.6.2020,2,474.83,0.05,0.1
f9bb40f8-a9aa-4eb1-9567-190935947728,5.6.2020,1,852.43,,
85f89a3d-9261-4d4b-8504-05f875374e7e,5.6.2020,5,391.22,0.05,0.1
ccfbc0d3-9728-48e4-9c0b-67877ec8f0f6,5.6.2020,2,646.42,0.2,0.05
08cb7f0e-08e2-48db-af1c-77a3eabdb85b,5.6.2020,4,250.35,0.2,0.05
bcaef955-2e22-4965-8ae6-d233af44a940,5.6.2020,8,629.97,0.05,0.2
29be347c-cf3d-4650-b0ad-979a5ead7408,5.6.2020,8,103.58,0.1,0.1
9967286e-62fe-4cfb-94f2-aa8e46dc347f,5.6.2020,1,990.77,0.05,0.05
02f1f230-5439-43b4-a918-e74783fe2228,5.6.2020,0,767.07,0.1,0.2
f7d8e878-79d2-47eb-a99b-bb840879876e,5.6.2020,6,804.45,0.1,0.05
d7d87b02-f966-4fef-b2b8-78004aa83ac3,5.6.2020,0,855.77,,
f151b6db-2a84-4e7f-a724-bedaaaff13e6,5.6.2020,4,674.65,0.05,0.1
f626df4a-a71d-4fea-8277-481e4e08523b,5.6.2020,4,408.89,0.05,0.1
62c930c5-6d45-45a4-8f38-2b0080b4773f,5.6.2020,9,239.32,0.1,0.2
8b0a1f5b-8f42-4ab2-a2d9-6174efb1ed08,5.6.2020,2,708.08,0.2,0.2
40c77f41-dbe6-4fbf-8c7c-33e0c4c99a0b,5.6.2020,8,947.78,0.2,0.2
041ea055-c733-43cb-aaf5-9b5061d7b15c,5.6.2020,0,599.10,,
5d242d88-4116-4c42-b959-28cfdc31f427,5.6.2020,1,769.27,0.1,0.1
bd75eab8-23e0-49d8-a1b2-c88c5ea71b37,5.6.2020,1,326.37,0.1,0.1
e0069bbb-d618-4409-8372-c5a5999c56e9,5.6.2020,6,675.67,0.2,0.05
0d87a396-709c-4c09-87b6-65178cc06b08,5.6.2020,2,560.16,0.1,0.1
eeb66a54-f10c-42dc-8e0b-9b9931850583,5.6.2020,7,135.39,0.2,0.1
409aa38a-e1eb-46db-adc1-f8969790fb65,5.6.2020,7,146.43,,
c4c90ba4-2242-438e-9973-887a4242d987,5.6.2020,2,230.27,,
db1ea4cf-685d-4ff9-83a7-7b567c27831d,5.6.2020,2,859.23,0.2,0.05
9116e60f-f348-409e-b101-4125bae3e8d7,5.6.2020,4,182.97,0.05,0.05
9f2bfcf8-45a9-495d-911c-45f20d495b9c,5.6.2020,3,395.05,0.1,0.2
3c8a95e2-37c0-448c-88f0-e520515b6e88,5.6.2020,1,533.50,0.2,0.2
b68d38bc-7a84-44d6-b269-000f8fb585d6,5.6.2020,9,629.57,0.05,0.05
b02b464d-368a-4fb5-ab60-b1211c8d9ba0,5.6.2020,3,128.00,0.2,0.05
2fd74951-de0d-46ad-961d-d6f146a1c63a,5.6.2020,0,950.36,0.1,0.05
bacc4290-6f33-4378-867f-550a89e4611e,5.6.2020,3,838.70,0.2,0.1
8bca18c7-3c1f-4207-9e3d-8dc87bb63c15,5.6.2020,4,262.40,,
0e2f9960-f24e-4cd7-9a7e-a73a1b180985,5.6.2020,7,582.56,0.1,0.1
5bd8936a-8587-4fd1-b751-27b2aeb19041,5.6.2020,8,658.78,0.05,0.05
38ca4d1d-b7f7-427b-8d53-54767e5bdea8,5.6.2020,3,953.82,,
81bd3904-be0a-41f2-b407-dd45bceecd59,5.6.2020,2,391.86,0.1,0.05
17e14025-1a80-4e76-b954-5bf9cd40fe66,5.6.2020,5,631.29,0.1,0.2
ab5ffff4-c3ac-4cbf-a332-ff3b58b15887,5.6.2020,7,694.09,0.1,0.05
5c8424f6-edd6-4338-9fd5-b0fd39fe2ae8,5.6.2020,3,667.79,0.05,0.05
60b0f767-434b-499b-8d11-5c995fb7b17e,5.6.2020,0,138.06,0.1,0.1
09bf3a11-13f0-4999-ba2d-f8f96d6ed171,5.6.2020,9,116.70,0.2,0.05
6f6be95b-e58a-4900-9c0b-537575a2281c,5.6.2020,2,485.02,0.2,0.05
846df54e-0975-49dc-99aa-390a59406f3d,5.6.2020,1,442.71,0.05,0.2
f0bee31c-aa19-4c09-ac43-c6d810e5b04f,5.6.2020,8,231.61,0.05,0.1
40cb1518-0ef1-43cc-97fc-50e7f839fee5,5.6.2020,9,441.35,0.1,0.2
1325ded5-db24-4193-a923-41ccdddfc477,5.6.2020,7,958.13,0.1,0.1
6a432e90-0186-4032-a0db-2a7802f5af9a,5.6.2020,9,960.11,0.2,0.05
a4307d70-e7b5-4288-84f4-422d1c4b783f,5.6.2020,2,165.78,0.05,0.1
2c1af88e-b380-4d36-8a97-a61e5ea5286c,5.6.2020,5,998.09,,
674416e9-335c-4f93-90f9-78674d622837,5.6.2020,9,747.58,0.1,0.05
f85ec1a0-db2f-4dea-9ebe-03b91a17cc5c,5.6.2020,5,962.92,0.2,0.05
a88d9747-9f32-4969-9e42-427d9c00da02,5.6.2020,7,193.99,0.2,0.2
2227d0be-d928-49da-8038-6a25a2c83057,5.6.2020,9,701.68,0.1,0.1
85c2032c-b964-471e-9146-9284de2cf889,5.6.2020,0,154.52,0.1,0.2
d8ae002a-d4fd-45b3-859b-d520093554b2,5.6.2020,0,138.03,0.05,0.05
c878382d-9d9f-4b9b-87c1-2aa831626ed5,5.6.2020,1,684.07,0.1,0.05
d67aa74b-01e0-45e2-b807-9986d02fd931,5.6.2020,3,923.39,0.05,0.2
583333ea-a037-48b6-8864-b00dbf7b2fdb,5.6.2020,3,959.92,0.05,0.1
bf754860-0490-4fad-b47c-eba82d186edd,5.6.2020,4,884.57,0.2,0.2
b050d0d3-0b64-4e91-8994-f46fe39ded37,5.6.2020,6,495.56,0.1,0.2
2323c123-a5dd-4f38-b6ae-70124525c8e9,5.6.2020,8,179.43,0.05,0.2
a509f525-e604-4cce-b390-29e9e4d4dc28,5.6.2020,7,616.20,0.2,0.2
e3ad6358-e326-4734-8d7c-ec1e79c874ae,5.6.2020,0,342.07,0.1,0.2
05d31aa8-00b4-44f3-b7bc-c1df495c3c87,5.6.2020,9,875.50,0.1,0.1
4f92374d-0b89-42a8-96ff-04a421d458c4,5.6.2020,3,759.17,0.2,0.2
211ee7d4-0362-4bb7-bde3-86b05a769e73,5.6.2020,8,851.79,0.05,0.05
cfb6bfea-580d-4c1d-b6f9-8a47855b6428,5.6.2020,1,370.32,0.2,0.2
de951c5c-017d-45e6-af43-e678a9448eba,5.6.2020,7,280.59,0.2,0.2
af1b9d94-62f9-42f0-91b6-1149fce1c7e6,5.6.2020,0,365.77,0.05,0.1
9df0bc8f-6a5e-4a94-8614-f79a387fb30d,5.6.2020,3,904.86,0.1,0.2
bc484190-c6e4-418a-8146-ff6898e246f3,5.6.2020,0,846.13,0.05,0.1
3715bb66-d043-41a2-aa73-f0296245f80e,5.6.2020,9,323.40,0.05,0.1
2ee32aab-5552-4410-8088-c10f6f87a8aa,5.6.2020,3,559.88,,
077ab05c-d719-42dc-9440-745201d8edbe,5.6.2020,7,267.98,0.05,0.1
df0d91aa-acbe-4cf6-b8dc-726d2b696304,5.6.2020,7,974.46,0.2,0.05
0adf4d10-e8a6-4bf7-89c8-69e9625224a4,5.6.2020,7,124.51,0.1,0.1
60c6d29e-42b0-45a1-82cc-7383c157853f,5.6.2020,6,871.27,0.2,0.2
25f567f9-4cae-4fa4-b6b5-6175f8d268af,5.6.2020,7,565.85,0.2,0.1
834b3256-cce4-4228-a60e-2904e26a00df,5.6.2020,7,924.81,0.05,0.1
61b8475f-983e-4ec6-b839-0884416820cf,5.6.2020,5,461.80,0.1,0.2
ff1219f4-5eaa-4c7d-a8ea-df0e87471dae,5.6.2020,3,865.88,0.2,0.2
a371f1d2-2198-44b3-94c0-895954832781,5.6.2020,6,912.72,0.2,0.05
f32f0271-a0c3-46d0-9e18-2b3622221237,5.6.2020,9,827.30,,
b36d5cf9-789c-4f68-ae41-34d04cc63e47,5.6.2020,9,796.40,,
2a64e064-de2b-454e-989c-9d5d236d8cbb,5.6.2020,0,631.36,0.2,0.05
d83d9da7-4435-41c6-a877-8030da3f3786,5.6.2020,3,108.52,,
0e586953-e854-4be7-8367-a986462e870b,5.6.2020,4,215.28,0.2,0.1
0612791c-d4cc-498a-bb4e-bf7be32c954f,5.6.2020,3,780.63,0.2,0.2
3732dc7c-213d-4a92-9edb-33b2b0d0d6ee,5.6.2020,4,373.57,0.1,0.1
903117a0-d66a-4cde-a652-dc78bb64d45b,5.6.2020,6,223.49,0.05,0.1
9ad4f162-7023-4273-8355-71305d59a071,5.6.2020,9,314.99,,
c15b67b6-6486-4d9e-a035-6aca4f607e70,5.6.2020,8,267.73,0.05,0.05
27682592-ef38-4cf8-a345-97de73f2f92f,5.6.2020,5,863.39,0.2,0.1
2306cf71-558f-4285-8f05-20c672852882,5.6.2020,7,888.17,0.05,0.1
bba6cee4-b276-44d5-98ba-76f4093c0dce,5.6.2020,8,841.34,,
b9671e70-14a5-456f-a3d3-2bade1efd966,5.6.2020,2,197.25,0.05,0.1
6fde861c-110d-446d-b3eb-f5ec3420e019,5.6.2020,2,252.09,0.2,0.2
7aed6210-54cd-4c53-8b6e-5a443894c4f5,5.6.2020,3,107.88,0.2,0.2
dad20483-1e22-4b01-9999-bc56bc41197a,5.6.2020,0,672.74,0.1,0.1
6109de0c-6ab9-401e-9ede-c36435fda719,5.6.2020,1,595.70,0.1,0.1
d6d493e9-2956-4502-850b-60909d9523f6,5.6.2020,0,412.99,0.05,0.2
70abaee7-6459-4b22-b8bc-8a457f966cec,5.6.2020,2,746.00,0.05,0.1
310ed229-9f2c-48d2-8e8e-83ed2b0a0ba7,5.6.2020,9,650.74,0.2,0.1
26fe42e7-fed3-496b-bf41-3a57f7381c67,5.6.2020,9,712.10,,
3d3ceac8-943b-4c1c-b58c-2baafb5ed407,5.6.2020,8,625.72,0.1,0.05
7557917d-06f1-4077-b436-72deef908469,5.6.2020,2,322.88,0.1,0.1
78b0194e-9ae5-4467-b9df-2a01897f1d85,5.6.2020,2,997.54,0.1,0.05
5f38584e-5a5c-4107-9337-800b47514271,5.6.2020,5,152.46,0.1,0.2
7dcb52cb-6acc-4d5b-90dd-e4ebc202a000,5.6.2020,3,961.96,0.2,0.1
71b26555-5548-4b76-ab3c-06524bf722cc,5.6.2020,8,734.84,0.05,0.05
06dcd5ca-1734-4c8e-a7a7-18ccb98a6fda,5.6.2020,0,748.54,0.05,0.05
a134bc4d-d03d-4f08-bfa1-d74ce9330f7e,5.6.2020,3,443.75,0.05,0.05
be9a2281-c512-4e07-8108-0db422cccb5d,5.6.2020,3,279.92,0.05,0.1
1cfeb805-5631-45e9-896e-02386b934f3c,5.6.2020,4,907.16,0.05,0.2
75000bc1-9220-4358-806b-7d191cbc6658,5.6.2020,4,218.78,0.2,0.2
59dc04f1-0b44-4b00-bcbd-eccbc8af641e,5.6.2020,2,718.88,0.05,0.1
a4975143-2e13-4d99-9d44-f6e94a6e5393,5.6.2020,7,659.37,0.2,0.05
bd5cb062-f258-4257-9445-cba48d4bf320,5.6.2020,4,652.97,0.05,0.2
49ff8c7b-8419-49eb-98f5-9032b6f1f68e,5.6.2020,0,416.90,0.2,0.1
4e6a3519-aa29-4da1-9497-61d0d27042af,5.6.2020,0,693.64,0.2,0.05
4ba8a8be-fcb5-4766-99a0-34a260c05644,5.6.2020,3,866.50,0.1,0.05
2cfe88e2-9f3c-4ec2-bd96-5830f9e47402,5.6.2020,5,580.81,0.2,0.1
683f63f7-1825-4425-9ff0-874354083b2b,5.6.2020,2,975.80,0.2,0.05
6502bd92-0eec-40e4-b2e4-0d0fdc4c58c4,5.6.2020,5,698.72,0.2,0.05
d23e3b60-eb0e-4268-b93e-5604222e2e43,5.6.2020,8,613.64,0.05,0.2
ec8e8e27-3c86-4655-8eff-19ab86932886,5.6.2020,1,343.21,0.2,0.05
fc0a2cdb-a825-41e4-9099-1b022eacbfe5,5.6.2020,2,677.54,,
6ac22ecf-d508-40a1-8df3-01f2e257e62e,5.6.2020,4,934.92,0.1,0.2
773b8a80-14ae-4a54-a433-855a9da5d61c,5.6.2020,2,589.73,0.1,0.2
8e127d92-ce40-488a-96dc-983776b197a7,5.6.2020,0,415.28,0.05,0.1
2d86a30e-f3dd-4269-958d-b776fd467c11,5.6.2020,9,896.39,0.05,0.1
2ecf55a3-5c78-400c-b88f-a5bf4214fdb0,5.6.2020,0,113.58,0.1,0.2
5ef6b5b4-620f-49d5-9a94-a9fcd695b753,5.6.2020,0,500.09,,
698cb96c-e1d8-4b4a-903e-4a64210b9a1d,5.6.2020,7,738.13,0.2,0.1
44ece507-0c95-47c5-9e09-9d1053cc60b9,5.6.2020,0,709.51,0.1,0.2
0d041495-f4ca-4db8-9a53-4a154f2f73af,5.6.2020,9,245.88,0.1,0.05
011dadaf-1161-418e-a4ff-29a44fa4824a,5.6.2020,5,910.59,0.1,0.2
7f39ebf0-959e-46bd-8532-be81d4cdd753,5.6.2020,0,595.33,0.2,0.1
a479407e-5698-41f2-a4d4-4cd46ccfaacb,5.6.2020,9,600.68,0.1,0.05
1e088353-9984-4131-bd3d-84d346563904,5.6.2020,6,770.61,0.1,0.1
8956b8a3-a4bc-40d0-875d-ba937f3d04b0,5.6.2020,7,441.99,0.1,0.05
3a76c7e2-1620-44ca-ad76-f2a9ea40572e,5.6.2020,1,224.66,0.05,0.1
9cf0156c-b36a-4a10-a124-bf5f7975baa5,5.6.2020,9,688.05,0.05,0.1
0b54a3a6-9f99-4d66-a257-eb3f13744e45,5.6.2020,5,733.10,0.05,0.2
8937b243-d6e5-4f96-9d49-4662127b6a9b,5.6.2020,2,820.00,,
f1f53e44-5848-42e5-acdd-2262632f903f,5.6.2020,2,310.15,,
7f10990d-1861-4809-9b94-7064ee62154e,5.6.2020,5,395.95,,
c8b8001f-5d3f-4708-94c7-7a533c48beb6,5.6.2020,0,759.91,,
e83d50a2-4d69-430f-81a1-e676f6757aa5,5.6.2020,4,956.41,0.05,0.1
27cc79b0-9fef-4988-a223-80fdec586248,5.6.2020,8,537.98,0.1,0.1
85924049-5d7b-41e2-83d5-b24a97fe87bc,5.6.2020,8,861.97,,
3ee7540a-6ff4-444a-ae61-86176ac883a8,5.6.2020,4,977.42,0.05,0.2
e9faa2a8-d96f-4f1d-b85d-261876997e9c,5.6.2020,7,853.04,,
95bd5eb9-775a-41c1-a0a8-18a111d7a9d6,5.6.2020,3,149.86,0.1,0.05
887b8a8f-8f80-4f56-9206-f465e3b816e0,5.6.2020,9,450.66,0.05,0.2
c71824c0-0b11-447a-b7ca-49d4ce1bc36e,5.6.2020,2,929.10,0.05,0.1
e525b5bc-87ae-4d9e-a582-f3f00809555f,5.6.2020,2,604.65,0.2,0.1
f74459f4-e4d4-48ab-b780-12c87a6effa0,5.6.2020,9,398.88,0.1,0.05
e4ea9e43-5046-406b-8ac8-79756da64881,5.6.2020,1,791.59,0.2,0.2
13fb89d4-3e51-46e7-aeee-83b1dd723504,5.6.2020,4,380.74,0.2,0.1
4c6d3c00-bdbb-4655-b2ed-870176d5a74a,5.6.2020,7,639.56,0.05,0.1
13e2c337-96c6-40aa-8972-905864a0fda1,5.6.2020,9,313.05,0.2,0.2
3c212f70-8b37-44a1-96af-ccaf771a5697,5.6.2020,0,526.76,0.1,0.05
e733ffcc-182b-4d77-814e-5e95b8f16e84,5.6.2020,0,222.08,0.2,0.1
c22b2d15-5b18-4bff-91d3-95db3305abde,5.6.2020,5,272.52,0.2,0.2
60084bec-8de9-432a-82c2-30097c779e61,5.6.2020,7,890.98,0.1,0.05
9afec7b7-5b9f-4e56-a040-19f5789b9bb2,5.6.2020,3,258.94,,
93214a8c-14ea-4ab1-9d29-c80493766c1e,5.6.2020,5,208.16,0.05,0.2
7119ee71-fc89-4a07-8da5-600a8e03784f,5.6.2020,4,165.53,0.1,0.1
9e764ecf-38e2-40b0-83e8-ff0ce8430bcc,5.6.2020,1,297.15,0.05,0.05
2464a635-2f2f-4590-9d24-72f1e7d024a5,5.6.2020,6,608.20,0.2,0.05
c6662325-9102-4f83-a9f1-b0503134491b,5.6.2020,9,108.86,,
805b214c-ddbd-4031-b3ca-afded92900d3,5.6.2020,2,331.87,0.1,0.05
923e807d-b5d8-4112-9513-29699aacecf8,5.6.2020,8,420.48,0.1,0.05
d6135ac0-6c3f-4394-b003-82372b5373ff,5.6.2020,2,505.95,0.2,0.05
5cf7e09e-c69e-4cd1-98ad-5e331da02ee3,5.6.2020,0,356.27,0.2,0.1
d3bb4cc3-c04e-4af2-b9b7-45880612f430,5.6.2020,4,955.96,,
460376ce-fdd8-4990-b18c-6c9125c899df,5.6.2020,4,114.48,0.1,0.2
16726e66-2577-4097-8f21-dd99ebfa81fa,5.6.2020,1,438.08,0.05,0.05
edb66af8-8da3-4407-8b29-cecc2bc44874,5.6.2020,6,656.75,,
f15d747a-e8fc-4954-bb05-48f6f0ca395b,5.6.2020,3,537.87,,
93c321fa-438a-4f87-b7ae-f43be5215b10,5.6.2020,6,357.96,0.1,0.1
9834cce8-f6da-4c1a-9ea1-c934cbd32462,5.6.2020,5,837.26,0.1,0.1
b4602ca4-be00-4b25-abe6-31584e74ae02,5.6.2020,2,344.29,0.05,0.1
9793c51b-c251-4378-96f6-acef65317b6b,5.6.2020,1,429.17,0.05,0.1
56f4e63e-666b-43df-b773-ecb2af4b7a1b,5.6.2020,2,898.54,0.1,0.05
c79ab300-48de-47c5-8831-d3ee9527320d,5.6.2020,2,431.88,0.1,0.1
510c0970-bda4-4011-b5ee-1a539a14eaed,5.6.2020,2,556.04,0.1,0.05
032171fc-55a4-448f-af97-ce947a33637b,5.6.2020,0,102.21,,
5df9b053-57de-4da3-b755-74382116e703,5.6.2020,9,990.58,0.1,0.2
9b1ea28a-ac29-4c53-964f-d467da5f667a,5.6.2020,6,522.53,0.2,0.1
acc7fee0-9880-48bf-a896-8598afa3e0bc,5.6.2020,2,148.81,0.2,0.1
55329ce1-88a4-4ffe-8ec7-ad5f53257856,5.6.2020,3,925.04,0.2,0.2
23c29bf3-d844-4831-a916-1533ee6b02da,5.6.2020,3,874.86,0.2,0.1
8504e331-ef75-4b44-987e-70e4c12c5d77,5.6.2020,1,678.51,,
44d1736a-a6d6-4bd2-b192-66cc2f22abdb,5.6.2020,0,999.30,0.1,0.1
3343ac98-5f63-4014-bd7d-ce72bf87a7dd,5.6.2020,0,423.76,0.05,0.1
78d3dab8-52d8-400a-80e2-19136bd7f570,5.6.2020,7,898.87,0.2,0.05
494e7b20-73bb-4395-b65e-1af0e2dbdc6b,5.6.2020,3,947.58,0.1,0.2
d41d137b-11f0-4913-abb0-974ea1fda3b8,5.6.2020,1,518.55,0.2,0.05
c10b8805-cf66-49fc-80e7-88a613875d1a,5.6.2020,6,677.35,0.1,0.2
af364bb5-e1c2-4326-a53d-4bbc83b7b5cf,5.6.2020,9,404.26,0.1,0.05
c1e69f2c-20e7-4945-8c62-58ccc70c51ad,5.6.2020,5,946.90,0.1,0.05
a7ece384-0eca-4f47-a8b8-46b3060bdedb,5.6.2020,8,230.13,0.2,0.1
2e748fc2-986a-4f3f-979d-cdf66a6b9507,5.6.2020,4,542.84,0.2,0.1
2ce699f7-fa13-4e30-87a6-d48ceea473fa,5.6.2020,1,903.23,0.2,0.2
91d646dc-cab2-456a-a4a6-6c3dc6202808,5.6.2020,8,855.98,0.1,0.2
f9e5396f-648a-403e-908a-40a83e64df88,5.6.2020,8,625.83,0.1,0.2
867cc8af-98fc-424c-9c77-a7aef037e619,5.6.2020,1,176.34,0.05,0.05
5a349cbd-432a-45e7-8bef-b63847a0277f,5.6.2020,5,609.79,0.2,0.2
f8e43eed-6b8f-4b82-a63e-f8c73aaf5c0e,5.6.2020,7,781.88,0.05,0.2
fa1bd394-978f-49c9-a9fb-bc874aaf0c0d,5.6.2020,0,579.26,0.1,0.05
8e42d6ea-9b48-4986-813d-b7a65778310c,5.6.2020,5,410.93,,
76cb5f5a-306f-4615-9401-eec1b17eea3f,5.6.2020,2,461.42,,
04b1538f-6143-4479-942e-36286e3f92a1,5.6.2020,6,197.46,0.05,0.1
